100	0	0	0	1215.67		0.4161		2      6.26e8
100	0	0	0	1025.72		0.07902		2	1.90e8
100	0	0	0	972.54		0.02901		2	8.13e7
100	0	0	0	949.74		0.01396		2	4.20e7
100	0	0	0	937.80		0.007792	2	2.45e7
100	0	0	0	930.75		0.004831	2	1.54e7
100	0	0	0	926.27		0.003184	2	1.03e7
100	0	0	0	923.15		0.002215	2	7.23e6
100	0	0	0	920.96		0.001606	2	5.26e6
100	0	0	0	919.35		0.001201	2	3.95e6
100	0	0	0	918.13		0.000921	2	3.04e6
100	0	0	0	917.18		0.000723	2	2.39e6
100	0	0	0	916.43		0.000586	2	1.94e6
100	0	0	0	915.82		4.753e-4	2	1.58e6
100	0	0	0	915.33		3.919e-4	2	1.30e6
100	0	0	0	914.92		3.260e-4	2	1.08e6
100	0	0	0	914.58		2.746e-4	2	9.12e5
100	0	0	0	914.29		2.331e-4	2	7.75e5
100	0	0	0	914.04		1.999e-4	2	6.65e5
100	0	0	0	913.83		1.728e-4	2	5.75e5
100	0	0	0	913.65		1.502e-4	2	5.00e5
100	0	0	0	913.49		1.314e-4	2	4.38e5
100	0	0	0	913.35 		1.156e-4	2	3.85e5
100	0	0	0	913.22		1.024e-4	2	3.41e5
100	0	0	0	913.11		9.112e-5	2	3.04e5
100	0	0	0	913.02		8.136e-5	2	2.71e5
100	0	0	0	912.93		7.272e-5	2	2.42e5
100	0	0	0	912.85		6.559e-5	2	2.19e5
100	0	0	0	912.78		5.921e-5	2	1.98e5
100	0	0	0	912.71		5.358e-5	2	1.43e5
100	0	0	0	912.65		4.870e-5	2	1.30e5
100	0	0	0	912.60		4.457e-5	2	1.49e5
100	0	0	0	912.55		4.082e-5	2	1.36e5
100	0	0	0	912.51		3.730e-5	2	1.24e5
100	0	0	0	912.47		3.430e-5	2	1.14e5
100	0	0	0	912.43		3.157e-5	2	1.05e5
100	0	0	0	912.40		2.917e-5	2	9.74e4
100	0	0	0	912.36		2.696e-5	2	9.00e4
100	0	0	0	912.33		2.501e-5	2	8.35e4
100	0	0	0	912.31		2.321e-5	2	7.75e4
100	0	0	0	912.28		2.160e-5	2	7.21e4
100	0	0	0	912.26		2.014e-5	2	6.72e4
100	0	0	0	912.23		1.879e-5	2	6.28e4
100	0	0	0	912.21		1.755e-5	2	5.86e4
100	0	0	0	912.19		1.643e-5	2	5.49e4
100	0	0	0	912.18		1.542e-5	2	5.15e4
100	0	0	0	912.16		1.448e-5	2	4.84e4
100	0	0	0	912.14		1.358e-5	2	4.54e4
100	0	0	0	912.13		1.280e-5	2	4.28e4
================== RFC 822 Headers ==================
Return-Path: stephan@eta.pha.jhu.edu
Received: by magpie.phyast.pitt.edu (UCX V3.1 AXP)
	Tue, 7 Sep 1926 04:54:29 -1624
Received: from minerva.phyast.pitt.edu by donald.phyast.pitt.edu (4.1/1.34)
	id AA15724; Tue, 20 Jun 95 14:31:48 EDT
Received: from eta.pha.jhu.edu by minerva.phyast.pitt.edu (4.1/1.34)
	id AA27607; Tue, 20 Jun 95 14:24:29 EDT
Message-Id: <9506201824.AA27607@minerva.phyast.pitt.edu>
Received: from pixel.pha.jhu.edu
           by eta.pha.jhu.edu; Tue, 20 Jun 1995 14:23:43 -0400
From: stephan@eta.pha.jhu.edu (Stephan McCandliss x5272)
Sender: stephan@eta.pha.jhu.edu
Subject: h1.dat
To: jdh@phyast.pitt.edu
Date: Tue, 20 Jun 1995 14:26:42 -0400 (EDT)
X-Mailer: ELM [version 2.4 PL24alpha3]
Mime-Version: 1.0
Content-Type: text/plain; charset=US-ASCII
Content-Transfer-Encoding: 7bit
Content-Length: 1767      
